Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 PEOPLE:People Occupant Count [](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 PEOPLE:People Total Heating Rate [W](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 LIGHTS:Lights Electric Power [W](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 ELECTRIC EQUIPMENT:Electric Equipment Electric Power [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Heat Gain Rate [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Heat Loss Rate [W](TimeStep),SUB SURFACE 2:Surface Window Total Glazing Layers Absorbed Solar Radiation Rate [W](TimeStep),SUB SURFACE 2:Surface Window Total Glazing Layers Absorbed Shortwave Radiation Rate [W](TimeStep),SUB SURFACE 2:Surface Window Heat Gain Rate [W](TimeStep),SUB SURFACE 2:Surface Window Heat Loss Rate [W](TimeStep),SURFACE 2:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 3:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 4:Surface Outside Face Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 4:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),SURFACE 4:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 5:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 1:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 6:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),THERMAL ZONE 1:Zone Mean Radiant Temperature [C](TimeStep),THERMAL ZONE 1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE 1:Zone Operative Temperature [C](TimeStep),THERMAL ZONE 1:Zone Infiltration Sensible Heat Loss Energy [J](TimeStep),THERMAL ZONE 1:Zone Infiltration Sensible Heat Gain Energy [J](TimeStep),THERMAL ZONE 1:Zone Air System Sensible Heating Rate [W](TimeStep),THERMAL ZONE 1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),THERMAL ZONE 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](TimeStep),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](TimeStep) 
 02/23  06:15:00,-15.725,0,0,0.24,24,12,25.92,0,0,179.0945285,0,0,0,179.0945285,0,0,0,0,0,0,0,0,18.21626705,21.00000009,19.60813357,8092.196624,0,747.2531638,21,24,747.2531267,0
 02/23  06:20:00,-15.76666667,0,0,0.24,24,12,25.92,0,0,179.6469158,0,0,0,179.6469158,0,0,0,0,0,0,0,0,18.26947625,21,19.63473813,8103.277948,0,275.290012,21,24,275.2900111,0
 02/23  06:25:00,-15.80833333,0,0,0.24,24,12,25.92,0,0,180.2322251,0,0,0,180.2322251,0,0,0,0,0,0,0,0,18.31311745,21,19.65655872,8114.364287,0,315.1193557,21,24,315.1193557,0
 02/23  06:30:00,-15.85,0,0,0.24,24,12,25.92,0,0,180.7811538,0,0,0,180.7811538,0,0,0,0,0,0,0,0,18.35017396,21,19.67508698,8125.455625,0,308.8459879,21,24,308.8459879,0
 02/23  06:35:00,-15.89166667,0,0,0.24,24,12,25.92,0,0,181.30832,0,0,0,181.30832,0,0,0,0,0,0,0,0,18.3824496,21,19.6912248,8136.551963,0,303.3190866,21,24,303.3190866,0
 02/23  06:40:00,-15.93333333,0,0,0.24,24,12,25.92,0,0,181.819587,0,0,0,181.819587,0,0,0,0,0,0,0,0,18.41096061,21,19.70548031,8147.653303,0,298.5070562,21,24,298.5070562,0
 02/23  06:45:00,-15.975,0,0,0.24,24,12,25.92,0,0,182.3180177,0,0,0,182.3180177,0,0,0,0,0,0,0,0,18.43639214,21,19.71819607,8158.759649,0,294.2707399,21,24,294.2707399,0
 02/23  06:50:00,-16.01666667,0,0,0.24,24,12,25.92,0,0,182.8055959,0,0,0,182.8055959,0,0,0,0,0,0,0,0,18.45922696,21,19.72961348,8169.871002,0,290.5121613,21,24,290.5121613,0
 02/23  06:55:00,-16.05833333,15,213.3333333,0.24,24,12,25.92,23.59013204,0,157.7428058,7.267275503,7.814089696,0,157.7428058,0,0,44.95856129,7.80530578,0,0,0,0,18.50124288,21,19.75062144,8180.987364,0,284.1738147,21,24,284.1738147,0
 02/23  07:00:00,-16.1,18,256,0.24,24,12,25.92,152.335222,0,11.05730165,72.59860504,75.72659016,0,11.05730165,0,0,494.577021,85.86406615,0,0,52.03976178,0,18.64798306,21,19.82399153,8192.108738,0,262.5595361,21,24,262.5595361,0
 02/23  07:05:00,-16.1,21,298.6666667,0.48,48,36,25.92,197.5838876,38.96667493,0,90.82013725,94.88081854,38.96667493,0,0,0,614.8376138,106.7426413,0,0,67.03518504,0,18.75211146,21,19.87605573,8192.78555,0,212.2060265,21,24,212.2060265,0
 02/23  07:10:00,-16.1,24,341.3333333,0.48,48,36,25.92,248.4296257,94.91459166,0,110.4602149,115.5674727,94.91459166,0,0,0,744.4838751,129.2506728,0,0,84.07786952,0,18.86175291,21,19.93087646,8193.462362,0,196.0053875,21,24,196.0053875,0
 02/23  07:15:00,-16.1,27,384,0.48,48,36,25.92,304.8630386,156.7994094,0,131.4151763,137.6822166,156.7994094,0,0,0,883.159429,153.3262898,0,0,103.226758,0,18.98248188,21,19.99124094,8194.139174,0,178.6515043,21,24,178.6515043,0
 02/23  07:20:00,-16.1,30,426.6666667,0.48,48,36,25.92,366.9372294,224.6270605,0,153.6114994,161.1524183,224.6270605,0,0,0,1030.715823,178.9437193,0,0,124.5258309,0,19.11634327,21,20.05817164,8194.815986,0,159.8729621,21,24,159.8729621,0
 02/23  07:25:00,-16.1,33,469.3333333,0.48,48,36,25.92,423.882535,286.705635,0,173.6539282,182.332959,286.705635,0,0,0,1162.060937,201.7466904,0,0,148.0040577,0,19.25477669,21,20.12738834,8195.492797,0,140.8671299,21,24,140.8671299,0
 02/23  07:30:00,-16.1,36,512,0.48,48,36,25.92,485.4457676,353.5881288,0,194.4810322,204.3882277,353.5881288,0,0,0,1299.571666,225.620081,0,0,173.6755872,0,19.40435913,21,20.20217956,8196.169609,0,121.0622197,21,24,121.0622197,0
 02/23  07:35:00,-16.1,38.66666667,534.25,0.48,48,36,25.92,535.77372,407.5151354,0,209.4618901,220.3772962,407.5151354,0,0,0,1399.745249,243.011328,0,0,194.121689,0,19.55272388,21,20.27636194,8196.846421,0,101.9983452,21,24,101.9983452,0
 02/23  07:40:00,-16.1,41.33333333,556.5,0.48,48,36,25.92,588.5925345,463.9724477,0,224.6981737,236.6703488,463.9724477,0,0,0,1502.900586,260.9202407,0,0,215.7528041,0,19.70867012,21,20.35433506,8197.523233,0,82.80029133,21,24,82.80029133,0
 02/23  07:45:00,-16.1,44,578.75,0.48,48,36,25.92,643.8429866,522.8742386,0,240.1791738,253.2555681,522.8742386,0,0,0,1609.001317,279.3405064,0,0,238.5347359,0,19.87356264,21,20.43678132,8198.200044,0,63.39063228,21,24,63.39063228,0
 02/23  07:50:00,-16.1,46.66666667,601,0.48,48,36,25.92,701.4488915,584.1327591,0,255.8964163,270.1230223,584.1327591,0,0,0,1717.99497,298.2630156,0,0,262.4277135,0,20.04829973,21,20.52414986,8198.876856,0,43.92365985,21,24,43.92365985,0
 02/23  07:55:00,-16.1,49.33333333,623.25,0.48,48,36,25.92,761.3210229,647.6166275,0,271.8441615,287.265249,647.6166275,0,0,0,1829.81871,317.6768595,0,0,287.3871168,0,20.23369337,21,20.61684668,8199.553668,0,24.74033241,21,24,24.74033241,0
 02/23  08:00:00,-16.1,52,645.5,0.48,48,36,25.92,823.3599683,713.315978,0,288.0194737,304.6773856,713.315978,0,0,0,1944.402493,337.5698773,0,0,313.3642316,0,20.43112948,21,20.71556474,8200.23048,0,6.729549632,21,24,6.729549632,0
 02/23  08:05:00,-16.1,54.66666667,667.75,2.04,204,108,58.32,887.4584232,781.9997811,0,304.4220414,322.3570364,781.9997811,0,0,0,2061.670852,357.9289674,0,0,340.3070189,0,20.66207689,21.50054948,21.08131319,8311.408454,0,0,21,24,0,0
 02/23  08:10:00,-16.1,57.33333333,690,2.04,204,108,58.32,953.5031624,850.0395252,0,321.0538478,340.3039829,850.0395252,0,0,0,2181.543958,378.7402705,0,0,368.1608823,0,20.94922833,21.86921214,21.40922023,8393.446586,0,0,21,24,0,0
 02/23  08:15:00,-16.1,60,712.25,2.04,204,108,58.32,1021.376799,920.2816335,0,337.9187488,358.519797,920.2816335,0,0,0,2303.938264,399.989282,0,0,396.8694182,0,21.24809173,22.18963691,21.71886432,8464.831423,0,0,21,24,0,0
 02/23  08:20:00,-16.1,62.66666667,734.5,2.04,204,108,58.32,1090.959375,992.5802289,0,355.0219983,377.0073972,992.5802289,0,0,0,2428.766915,421.6609228,0,0,426.3751351,0,21.54911323,22.88432641,22.21671982,8618.969605,0,0,21,24,0,0
 02/23  08:25:00,-16.1,65.33333333,756.75,2.04,204,108,58.32,1161.116294,1064.572038,0,372.057519,395.4348552,1064.572038,0,0,0,2553.598153,443.3330127,0,0,456.6201286,0,21.90193592,23.40153187,22.65173389,8733.886345,0,0,21,24,0,0
 02/23  08:30:00,-16.1,68,779,2.04,204,108,58.32,1221.057155,1134.823997,0,385.7449624,410.2721501,1134.823997,0,0,0,2653.685937,460.709364,0,0,487.5467034,0,22.27892382,23.80519772,23.04206077,8823.712916,0,0,21,24,0,0
 02/23  08:35:00,-16.1,70.08333333,785.8333333,2.04,204,108,58.32,1272.988777,1187.295451,0,396.7180691,422.2819854,1187.295451,0,0,0,2737.883614,475.3270162,0,0,509.1100875,0,22.63739406,23.99840162,23.31789784,8867.012175,0,0,21,24,0,65.47809078
 02/23  08:40:00,-16.1,72.16666667,792.6666667,2.04,204,108,58.32,1324.654191,1240.151761,0,407.6875151,434.2827171,1240.151761,0,0,0,2821.956166,489.9229455,0,0,530.5795323,0,22.97678846,23.99995237,23.48837041,8867.934423,0,0,21,24,0,126.7011634
 02/23  08:45:00,-16.1,74.25,799.5,2.04,204,108,58.32,1376.00184,1292.900595,0,418.6662479,446.2863287,1292.900595,0,0,0,2905.880905,504.4932127,0,0,551.9251926,0,23.30750975,23.99999841,23.65375408,8868.52394,0,0,21,24,0,138.7192653
 02/23  08:50:00,-16.1,76.33333333,806.3333333,2.04,204,108,58.32,1426.98423,1345.27749,0,429.6643743,458.3020324,1345.27749,0,0,0,2989.629259,519.0328575,0,0,573.120445,0,23.63785273,23.99999993,23.81892633,8869.103611,0,0,21,24,0,184.4156412
 02/23  08:55:00,-16.1,78.41666667,813.1666667,2.04,204,108,58.32,1477.558294,1397.200448,0,440.6892312,470.3363488,1397.200448,0,0,0,3073.168054,533.5361205,0,0,594.1417975,0,23.97539047,24,23.98769523,8869.682961,0,0,21,24,0,215.3725477
 02/23  09:00:00,-16.1,80.5,820,2.04,204,108,58.32,1527.685514,1448.580906,0,451.7454627,482.3931879,1448.580906,0,0,0,3156.460464,547.9966083,0,0,614.9687537,0,24.31534944,24,24.15767472,8870.262297,0,0,21,24,0,246.6392123
 02/23  09:05:00,-16.1,82.58333333,826.8333333,2.04,204,108,58.32,1577.331874,1499.887288,0,462.8351132,494.4739425,1499.887288,0,0,0,3239.466721,562.4074169,0,0,635.5836385,0,24.65998497,24,24.32999248,8870.775358,0,0,21,24,0,278.2046697
 02/23  09:10:00,-16.1,84.66666667,833.6666667,2.04,204,108,58.32,1626.467667,1550.479468,0,473.9577423,506.5776002,1550.479468,0,0,0,3322.144662,576.7612261,0,0,655.9713907,0,25.00994991,24,24.50497495,8871.288418,0,0,21,24,0,307.9870168
 02/23  09:15:00,-16.1,86.75,840.5,2.04,204,108,58.32,1675.067197,1600.706908,0,485.1105627,518.7008764,1600.706908,0,0,0,3404.450144,591.0503723,0,0,676.1193298,0,25.35551031,24,24.67775515,8871.801478,0,0,21,24,0,348.1859775
 02/23  09:20:00,-16.1,88.83333333,847.3333333,2.04,204,108,58.32,1723.108404,1650.50439,0,496.2886016,530.8383688,1650.50439,0,0,0,3486.337375,605.2669054,0,0,696.0169025,0,25.69731027,24,24.84865513,8872.314539,0,0,21,24,0,392.3007396
 02/23  09:25:00,-16.1,90.91666667,854.1666667,2.04,204,108,58.32,1770.572429,1699.813961,0,507.4848832,542.9827316,1699.813961,0,0,0,3567.759173,619.4026342,0,0,715.6554168,0,26.03539751,24,25.01769876,8872.827599,0,0,21,24,0,439.3102938
 02/23  09:30:00,-16.1,93,861,2.04,204,108,58.32,1817.443151,1748.600839,0,518.6906291,555.1248678,1748.600839,0,0,0,3648.667174,633.4491621,0,0,735.0277685,0,26.36954623,24,25.18477311,8873.34066,0,0,21,24,0,488.6603372
 02/23  09:35:00,-16.1,96.75,855.8333333,2.04,204,108,58.32,1860.685611,1793.610395,0,529.5765975,566.9460066,1793.610395,0,0,0,3728.43448,647.2976528,0,0,743.7004305,0,26.69998492,24,25.34999246,8873.85372,0,0,21,24,0,539.7784296
 02/23  09:40:00,-16.1,100.5,850.6666667,2.04,204,108,58.32,1887.559253,1820.983346,0,535.6672393,573.5972753,1820.983346,0,0,0,3771.759015,654.8192734,0,0,751.7428237,0,27.01175664,24,25.50587832,8874.366781,0,0,21,24,0,590.6297106
 02/23  09:45:00,-16.1,104.25,845.5,2.04,204,108,58.32,1913.071093,1847.039565,0,541.567665,580.0315221,1847.039565,0,0,0,3813.24515,662.0217275,0,0,759.1706719,0,27.31377738,24,25.65688869,8874.879841,0,0,21,24,0,641.4596978
 02/23  09:50:00,-16.1,108,840.3333333,2.04,204,108,58.32,1937.249773,1871.763771,0,547.268373,586.2397865,1871.763771,0,0,0,3852.888124,668.9041881,0,0,765.9998161,0,27.60688473,24,25.80344236,8875.392901,0,0,21,24,0,692.3456254
 02/23  09:55:00,-16.1,111.75,835.1666667,2.04,204,108,58.32,1960.123354,1895.174553,0,552.7597548,592.2129887,1895.174553,0,0,0,3890.6833,675.4658507,0,0,772.2459819,0,27.89137882,24,25.94568941,8875.905962,0,0,21,24,0,743.1319341
 02/23  10:00:00,-16.1,115.5,830,2.04,204,108,58.32,1981.718936,1917.292687,0,558.0323171,597.9421441,1917.292687,0,0,0,3926.626201,681.7059377,0,0,777.924583,0,28.16740503,24,26.08370252,8876.419022,0,0,21,24,0,793.6594227
 02/23  10:05:00,-16.00833333,119.25,824.8333333,2.04,204,108,58.32,2002.062356,1938.695314,0,563.0768754,603.4185515,1938.695314,0,0,0,3960.712524,687.6237021,0,0,783.0505622,0,28.43635956,24,26.21817978,8853.561827,0,0,21,24,0,844.0576749
 02/23  10:10:00,-15.91666667,123,819.6666667,2.04,204,108,58.32,2021.177942,1958.830921,0,567.8847198,608.6339535,1958.830921,0,0,0,3992.938149,693.2184286,0,0,787.6382667,0,28.69707232,24,26.34853616,8830.718307,0,0,21,24,0,893.9585304
 02/23  10:15:00,-15.825,126.75,814.5,2.04,204,108,58.32,2039.08834,1977.732936,0,572.4477504,613.5806697,1977.732936,0,0,0,4023.299134,698.489433,0,0,791.7013577,0,28.9496546,24,26.4748273,8807.888448,0,0,21,24,0,943.2308966
 02/23  10:20:00,-15.73333333,130.5,809.3333333,2.04,204,108,58.32,2055.814386,1995.401522,0,576.7585848,618.2517002,1995.401522,0,0,0,4051.79171,703.4360608,0,0,795.2527495,0,29.19412789,24,26.59706395,8785.072235,0,0,21,24,0,991.772698
 02/23  10:25:00,-15.64166667,134.25,804.1666667,2.04,204,108,58.32,2071.375046,2011.901605,0,580.810635,622.640803,2011.901605,0,0,0,4078.412263,708.0576845,0,0,798.304578,0,29.43074642,24,26.71537321,8762.269654,0,0,21,24,0,1039.496961
 02/23  10:30:00,-15.55,138,799,2.04,204,108,58.32,2085.787392,2027.179346,0,584.5981583,626.742543,2027.179346,0,0,0,4103.157308,712.3536993,0,0,800.8681925,0,29.65919886,24,26.82959943,8739.48069,0,0,21,24,0,1086.299159
 02/23  10:35:00,-15.45833333,141.6666667,791.75,2.04,204,108,58.32,2094.454518,2036.306304,0,586.8490639,629.1945156,2036.306304,0,0,0,4117.114054,714.7767455,0,0,800.8469003,0,29.87652382,24,26.93826191,8716.705328,0,0,21,24,0,1131.563952
 02/23  10:40:00,-15.36666667,145.3333333,784.5,2.04,204,108,58.32,2101.928224,2044.199405,0,588.8085212,631.3312806,2044.199405,0,0,0,4129.067725,716.8520355,0,0,800.32165,0,30.08497008,24,27.04248504,8693.943556,0,0,21,24,0,1175.471427
 02/23  10:45:00,-15.275,149,777.25,2.04,204,108,58.32,2108.22661,2050.867849,0,590.4749314,633.1515648,2050.867849,0,0,0,4139.025533,718.5808217,0,0,799.3045305,0,30.28490403,24,27.14245201,8671.195358,0,0,21,24,0,1218.077405
 02/23  10:50:00,-15.18333333,152.6666667,770,2.04,204,108,58.32,2113.366146,2056.325702,0,591.8475442,634.6549113,2056.325702,0,0,0,4146.994841,719.9643821,0,0,797.8069848,0,30.47654078,24,27.23827039,8648.460719,0,0,21,24,0,1259.364173
 02/23  10:55:00,-15.09166667,156.3333333,762.75,2.04,204,108,58.32,2117.361806,2060.586475,0,592.9263882,635.8416115,2060.586475,0,0,0,4152.983097,721.0040099,0,0,795.8398853,0,30.66004976,24,27.33002488,8625.739626,0,0,21,24,0,1299.307622
 02/23  11:00:00,-15,160,755.5,2.04,204,108,58.32,2120.227207,2063.662854,0,593.7121863,636.7126235,2063.662854,0,0,0,4156.997774,721.7010024,0,0,793.4136136,0,30.83558056,24,27.41779028,8603.032064,0,0,21,24,0,1337.884094
 02/23  11:05:00,-14.95,163.6666667,748.25,2.04,204,108,58.32,2121.974756,2064.343646,0,594.2062614,637.2694805,2064.343646,0,0,0,4159.046295,722.0566485,0,0,790.5381434,0,31.00061691,24,27.50030846,8590.399886,0,0,21,24,0,1374.5506
 02/23  11:10:00,-14.9,167.3333333,741,2.04,204,108,58.32,2122.615791,2063.879702,0,594.4104332,637.5141902,2063.879702,0,0,0,4159.135961,722.0722155,0,0,787.223123,0,31.1577136,24,27.5788568,8577.772333,0,0,21,24,0,1409.740135
 02/23  11:15:00,-14.85,171,733.75,2.04,204,108,58.32,2122.160712,2062.279131,0,594.3269115,637.4491309,2062.279131,0,0,0,4157.273864,721.7489347,0,0,783.4779551,0,31.30703709,24,27.65351854,8565.149401,0,0,21,24,0,1443.459777
 02/23  11:20:00,-14.8,174.6666667,726.5,2.04,204,108,58.32,2120.619109,2059.552119,0,593.9581865,637.0769434,2059.552119,0,0,0,4153.466795,721.0879853,0,0,779.3118738,0,31.44870983,24,27.72435491,8552.531088,0,0,21,24,0,1475.697879
 02/23  11:25:00,-14.75,178.3333333,719.25,2.04,204,108,58.32,2117.999871,2055.708209,0,593.3069196,636.4004243,2055.708209,0,0,0,4147.721152,720.0904778,0,0,774.7340157,0,31.58284803,24,27.79142401,8539.91739,0,0,21,24,0,1506.443811
 02/23  11:30:00,-14.7,182,712,2.04,204,108,58.32,2114.311279,2050.756435,0,592.3758368,635.4224211,2050.756435,0,0,0,4140.042826,718.7574351,0,0,769.7534852,0,31.70956764,24,27.85478382,8527.308305,0,0,21,24,0,1535.69007
 02/23  11:35:00,-14.65,182.25,712.25,2.04,204,108,58.32,2121.558865,2043.184196,0,594.2388899,637.4320882,2043.184196,0,0,0,4153.099743,721.0242609,0,0,772.5139929,0,31.8058471,24,27.90292355,8514.703829,0,0,21,24,0,1559.132732
 02/23  11:40:00,-14.6,182.5,712.5,2.04,204,108,58.32,2127.946654,2049.030131,0,595.8808777,639.2033865,2049.030131,0,0,0,4164.622727,723.024779,0,0,774.9354336,0,31.925336,24,27.962668,8502.10396,0,0,21,24,0,1586.812754
 02/23  11:45:00,-14.55,182.75,712.75,2.04,204,108,58.32,2133.47264,2053.845005,0,597.3028527,640.7373335,2053.845005,0,0,0,4174.609411,724.7585783,0,0,777.0163346,0,32.0398932,24,28.0199466,8489.508694,0,0,21,24,0,1613.71031
 02/23  11:50:00,-14.5,183,713,2.04,204,108,58.32,2138.134671,2057.768297,0,598.5057162,642.0347911,2057.768297,0,0,0,4183.057104,726.2251916,0,0,778.755334,0,32.14913293,24,28.07456646,8476.918029,0,0,21,24,0,1639.53769
 02/23  11:55:00,-14.45,183.25,713.25,2.04,204,108,58.32,2141.930533,2060.804497,0,599.4901671,643.0964165,2060.804497,0,0,0,4189.962834,727.4241032,0,0,780.151215,0,32.25307612,24,28.12653806,8464.331962,0,0,21,24,0,1664.259495
 02/23  12:00:00,-14.4,183.5,713.5,2.04,204,108,58.32,2144.858017,2062.952805,0,600.256658,643.9226189,2062.952805,0,0,0,4195.323378,728.3547532,0,0,781.2029344,0,32.35184417,24,28.17592208,8451.750489,0,0,21,24,0,1687.880296
 02/23  12:05:00,-14.4,183.75,713.75,1.2,120,108,51.84,2146.914971,2064.613793,0,600.80536,644.5135264,2064.613793,0,0,0,4199.135276,729.016541,0,0,781.9096436,0,32.43666983,24,28.21833492,8451.56088,0,0,21,24,0,1667.21335
 02/23  12:10:00,-14.4,184,714,1.2,120,108,51.84,2148.099334,2066.107769,0,601.1361375,644.8689603,2066.107769,0,0,0,4201.394843,729.4088269,0,0,782.2707046,0,32.52355868,24,28.26177934,8451.371271,0,0,21,24,0,1687.839058
 02/23  12:15:00,-14.4,184.25,714.25,1.2,120,108,51.84,2148.409148,2066.680622,0,601.2485323,644.9884204,2066.680622,0,0,0,4202.098166,729.5309315,0,0,782.2856981,0,32.60711535,24,28.30355767,8451.181662,0,0,21,24,0,1707.961258
 02/23  12:20:00,-14.4,184.5,714.5,1.2,120,108,51.84,2147.842564,2066.345735,0,601.1417587,644.8710795,2066.345735,0,0,0,4201.241093,729.3821343,0,0,781.9544259,0,32.68681073,24,28.34340537,8450.992053,0,0,21,24,0,1727.239424
 02/23  12:25:00,-14.4,184.75,714.75,1.2,120,108,51.84,2146.397816,2065.101836,0,600.8147091,644.5157893,2065.101836,0,0,0,4198.819214,728.9616692,0,0,781.2769064,0,32.76254989,24,28.38127495,8450.802445,0,0,21,24,0,1745.633326
 02/23  12:30:00,-14.4,185,715,1.2,120,108,51.84,2144.073189,2062.946913,0,600.26597,643.9210944,2062.946913,0,0,0,4194.827825,728.2687196,0,0,780.2533629,0,32.83432164,24,28.41716082,8450.612836,0,0,21,24,0,1763.130478
 02/23  12:35:00,-14.4,188.1666667,697.25,1.2,120,108,51.84,2103.755122,2019.947226,0,589.5717501,632.4547536,2019.947226,0,0,0,4118.556979,715.0272533,0,0,759.2827862,0,32.87553461,24,28.4377673,8450.423227,0,0,21,24,0,1774.686421
 02/23  12:40:00,-14.4,191.3333333,679.5,1.2,120,108,51.84,2062.595236,1976.125152,0,578.6507556,620.7440235,1976.125152,0,0,0,4040.668053,701.5048703,0,0,738.0671167,0,32.90401025,24,28.45200512,8450.233618,0,0,21,24,0,1782.477205
 02/23  12:45:00,-14.4,194.5,661.75,1.2,120,108,51.84,2013.384005,1923.659342,0,565.277051,606.3956475,1923.659342,0,0,0,3944.466576,684.803225,0,0,716.6329341,0,32.91561653,24,28.45780826,8450.044009,0,0,21,24,0,1786.518397
 02/23  12:50:00,-14.4,197.6666667,644,1.2,120,108,51.84,1973.408688,1881.235582,0,554.771381,595.1308795,1881.235582,0,0,0,3869.861441,671.8509447,0,0,695.0067965,0,32.92409412,24,28.46204706,8449.854401,0,0,21,24,0,1789.061565
 02/23  12:55:00,-14.4,200.8333333,626.25,1.2,120,108,51.84,1932.914087,1838.281496,0,544.1238654,583.7135108,1838.281496,0,0,0,3794.276764,658.7286049,0,0,673.2151919,0,32.92508635,24,28.46254317,8449.664792,0,0,21,24,0,1789.914696
 02/23  13:00:00,-14.4,204,608.5,1.2,120,108,51.84,1891.947747,1794.853378,0,533.3447709,572.1547059,1794.853378,0,0,0,3717.787793,645.4492697,0,0,651.2844906,0,32.91854226,24,28.45927113,8449.475183,0,0,21,24,0,1788.940308
 02/23  13:05:00,-14.30833333,207.1666667,590.75,2.04,204,108,58.32,1850.556232,1751.27753,0,522.4444085,560.465652,1751.27753,0,0,0,3640.468225,632.0257335,0,0,629.2409011,0,32.9149873,24,28.45749365,8426.191198,0,0,21,24,0,1829.722044
 02/23  13:10:00,-14.21666667,210.3333333,573,2.04,204,108,58.32,1808.784962,1706.64983,0,511.4331443,548.6575667,1706.64983,0,0,0,3562.389944,618.4704763,0,0,607.1104311,0,32.8976989,24,28.44884945,8402.924386,0,0,21,24,0,1826.477972
 02/23  13:15:00,-14.125,213.5,555.25,2.04,204,108,58.32,1766.67805,1661.7294,0,500.3213965,536.7416911,1661.7294,0,0,0,3483.622736,604.7956139,0,0,584.9188543,0,32.87231128,24,28.43615564,8379.67473,0,0,21,24,0,1821.069192
 02/23  13:20:00,-14.03333333,216.6666667,537.5,2.04,204,108,58.32,1724.278145,1616.539621,0,489.119614,524.729265,1616.539621,0,0,0,3404.233972,591.0128423,0,0,562.6916843,0,32.8397105,24,28.41985525,8356.442212,0,0,21,24,0,1813.918578
 02/23  13:25:00,-13.94166667,219.8333333,519.75,2.04,204,108,58.32,1681.626274,1571.121608,0,477.8382362,512.6314832,1571.121608,0,0,0,3324.288255,577.1333776,0,0,540.4541575,0,32.80033105,24,28.40016552,8333.226813,0,0,21,24,0,1805.146374
 02/23  13:30:00,-13.85,223,502,2.04,204,108,58.32,1638.761687,1525.516153,0,466.4876321,500.4594313,1525.516153,0,0,0,3243.847034,563.1678878,0,0,518.2312262,0,32.75450013,24,28.37725007,8310.028515,0,0,21,24,0,1794.840304
 02/23  13:35:00,-13.75833333,222.5,484.3333333,2.04,204,108,58.32,1589.3224,1472.852902,0,453.1003385,486.0973245,1472.852902,0,0,0,3150.055252,546.8845924,0,0,496.1329251,0,32.69688174,24,28.34844087,8286.8473,0,0,21,24,0,1782.118322
 02/23  13:40:00,-13.66666667,222,466.6666667,2.04,204,108,58.32,1539.915483,1420.282951,0,439.7173215,471.7397623,1420.282951,0,0,0,3056.280159,530.6041943,0,0,474.0968895,0,32.63125081,24,28.3156254,8263.683149,0,0,21,24,0,1767.430541
 02/23  13:45:00,-13.575,221.5,449,2.04,204,108,58.32,1449.167792,1323.097088,0,413.5924174,443.6813741,1323.097088,0,0,0,2866.896647,497.7251123,0,0,452.1471684,0,32.52226252,24,28.26113126,8240.536045,0,0,21,24,0,1744.949769
 02/23  13:50:00,-13.48333333,221,431.3333333,2.04,204,108,58.32,1401.626599,1272.795066,0,400.7712385,429.927375,1272.795066,0,0,0,2777.235852,482.1590021,0,0,430.3076113,0,32.43252587,24,28.21626293,8217.40597,0,0,21,24,0,1723.868088
 02/23  13:55:00,-13.39166667,220.5,413.6666667,2.04,204,108,58.32,1354.397732,1222.784764,0,388.0393291,416.2688481,1222.784764,0,0,0,2688.158421,466.6941704,0,0,408.6019194,0,32.34050358,24,28.17025179,8194.292905,0,0,21,24,0,1702.95693
 02/23  14:00:00,-13.3,220,396,2.04,204,108,58.32,1307.536632,1173.201006,0,375.4134139,402.7236203,1173.201006,0,0,0,2599.765466,451.3481711,0,0,387.0537089,0,32.24472461,24,28.12236231,8171.196833,0,0,21,24,0,1681.270264
